text,label
Your HDFC account is locked. Verify now: http://gift-claim.org/w14ncfi1,1
Monthly statement available at https://google.com,0
Your WhatsApp account is locked. Verify now: http://verify-login.net/z70rtx9d,1
Visit our official site for updates: https://company.com,0
Payment failed. Retry here: http://trackparcel.in/q67bgvf7,1
Visit our official site for updates: https://college.edu,0
Monthly statement available at https://microsoft.com,0
You won a reward from WhatsApp! Claim: https://gift-claim.org/vtylpnxa,1
You won a reward from Paytm! Claim: https://account-check.net/w2d1qm5c,1
KYC pending for Flipkart. Update immediately at https://verify-login.net/z82p7vrp,1
KYC pending for Google. Update immediately at https://account-check.net/d7ygiv5d,1
Meeting link shared on portal. See https://microsoft.com,0
Payment failed. Retry here: http://gift-claim.org/laia7dvf,1
Meeting link shared on portal. See https://college.edu,0
KYC pending for SBI. Update immediately at https://verify-login.net/65yyt4ny,1
Courier fee ₹49 pending. Pay now: http://pay-now.in/79aiakoi,1
Class notice posted at https://college.edu,0
Visit our official site for updates: https://google.com,0
Your order is confirmed on https://microsoft.com,0
Payment failed. Retry here: http://pay-now.in/lex9knqp,1
You won a reward from Microsoft! Claim: https://trackparcel.in/wt6bfeh0,1
Courier fee ₹49 pending. Pay now: http://account-check.net/5ld18pbx,1
Class notice posted at https://microsoft.com,0
Visit our official site for updates: https://college.edu,0
Meeting link shared on portal. See https://college.edu,0
Payment failed. Retry here: http://secure-update.co/aeoyxnr8,1
Class notice posted at https://microsoft.com,0
KYC pending for HDFC. Update immediately at https://gift-claim.org/hh0ret4y,1
Meeting link shared on portal. See https://company.com,0
Courier fee ₹49 pending. Pay now: http://verify-login.net/747k88u1,1
Monthly statement available at https://company.com,0
Your order is confirmed on https://amazon.in,0
You won a reward from ICICI! Claim: https://account-check.net/b2ucxemy,1
KYC pending for SBI. Update immediately at https://gift-claim.org/fyye5xac,1
Visit our official site for updates: https://google.com,0
You won a reward from HDFC! Claim: https://secure-update.co/x0rog9h2,1
Meeting link shared on portal. See https://college.edu,0
Monthly statement available at https://irctc.co.in,0
Visit our official site for updates: https://irctc.co.in,0
Visit our official site for updates: https://amazon.in,0
Your order is confirmed on https://amazon.in,0
Your Netflix account is locked. Verify now: http://trackparcel.in/hlodjoya,1
KYC pending for Paytm. Update immediately at https://trackparcel.in/scix1cym,1
Courier fee ₹49 pending. Pay now: http://trackparcel.in/v3nqzc2m,1
Monthly statement available at https://company.com,0
Your Microsoft account is locked. Verify now: http://secure-update.co/r4uehcz8,1
Your SBI account is locked. Verify now: http://secure-update.co/lq4w9903,1
KYC pending for Microsoft. Update immediately at https://account-check.net/95k5dhz8,1
Courier fee ₹49 pending. Pay now: http://pay-now.in/l1oclq00,1
Courier fee ₹49 pending. Pay now: http://secure-update.co/kfll1hmr,1
Courier fee ₹49 pending. Pay now: http://secure-update.co/yb2uqqj0,1
Your order is confirmed on https://college.edu,0
Visit our official site for updates: https://college.edu,0
Class notice posted at https://college.edu,0
Your order is confirmed on https://company.com,0
Courier fee ₹49 pending. Pay now: http://secure-update.co/4c6t0vqo,1
Meeting link shared on portal. See https://irctc.co.in,0
Monthly statement available at https://amazon.in,0
Courier fee ₹49 pending. Pay now: http://pay-now.in/ckts1r2z,1
Visit our official site for updates: https://irctc.co.in,0
Meeting link shared on portal. See https://company.com,0
You won a reward from HDFC! Claim: https://secure-update.co/j6rhi8av,1
Courier fee ₹49 pending. Pay now: http://secure-update.co/z76gr7mv,1
Courier fee ₹49 pending. Pay now: http://verify-login.net/mc41f1gg,1
Monthly statement available at https://college.edu,0
You won a reward from Google! Claim: https://account-check.net/9nhii3tt,1
Monthly statement available at https://company.com,0
Meeting link shared on portal. See https://company.com,0
Visit our official site for updates: https://amazon.in,0
Your Flipkart account is locked. Verify now: http://verify-login.net/gsl4n2jv,1
Class notice posted at https://amazon.in,0
Payment failed. Retry here: http://verify-login.net/4ksj8ph1,1
Your Flipkart account is locked. Verify now: http://pay-now.in/akikjo21,1
Meeting link shared on portal. See https://microsoft.com,0
Class notice posted at https://amazon.in,0
KYC pending for Paytm. Update immediately at https://verify-login.net/8t2z71gh,1
Your Microsoft account is locked. Verify now: http://trackparcel.in/cq6x6akn,1
Visit our official site for updates: https://amazon.in,0
Monthly statement available at https://college.edu,0
Visit our official site for updates: https://amazon.in,0
Visit our official site for updates: https://college.edu,0
You won a reward from Netflix! Claim: https://verify-login.net/o7epno6i,1
Class notice posted at https://company.com,0
Your order is confirmed on https://college.edu,0
Meeting link shared on portal. See https://google.com,0
You won a reward from SBI! Claim: https://trackparcel.in/tyapttmv,1
KYC pending for WhatsApp. Update immediately at https://trackparcel.in/1zc4hg2l,1
KYC pending for SBI. Update immediately at https://pay-now.in/k80ohjo4,1
Your Netflix account is locked. Verify now: http://account-check.net/p3rwhbtk,1
Monthly statement available at https://college.edu,0
KYC pending for Google. Update immediately at https://trackparcel.in/qfrdfq75,1
Payment failed. Retry here: http://account-check.net/hkxfy5v8,1
Class notice posted at https://microsoft.com,0
Class notice posted at https://college.edu,0
Meeting link shared on portal. See https://google.com,0
Monthly statement available at https://irctc.co.in,0
Class notice posted at https://amazon.in,0
Your Microsoft account is locked. Verify now: http://trackparcel.in/20qdepft,1
Courier fee ₹49 pending. Pay now: http://pay-now.in/oiy9hvlx,1
Class notice posted at https://college.edu,0
Monthly statement available at https://amazon.in,0
Courier fee ₹49 pending. Pay now: http://gift-claim.org/dd9piqmc,1
Visit our official site for updates: https://microsoft.com,0
Monthly statement available at https://microsoft.com,0
Your Paytm account is locked. Verify now: http://gift-claim.org/4lxo4dyt,1
Your order is confirmed on https://google.com,0
Visit our official site for updates: https://microsoft.com,0
Monthly statement available at https://company.com,0
Meeting link shared on portal. See https://company.com,0
You won a reward from Microsoft! Claim: https://trackparcel.in/ddjhaz5q,1
Your ICICI account is locked. Verify now: http://gift-claim.org/qhumtcvh,1
Monthly statement available at https://amazon.in,0
Monthly statement available at https://irctc.co.in,0
Payment failed. Retry here: http://gift-claim.org/t0amg3zd,1
Your order is confirmed on https://google.com,0
Courier fee ₹49 pending. Pay now: http://pay-now.in/1gtqlop0,1
Monthly statement available at https://company.com,0
Your order is confirmed on https://microsoft.com,0
Monthly statement available at https://company.com,0
Meeting link shared on portal. See https://company.com,0
Your ICICI account is locked. Verify now: http://account-check.net/k4ib01na,1
Class notice posted at https://microsoft.com,0
Meeting link shared on portal. See https://irctc.co.in,0
Visit our official site for updates: https://college.edu,0
Your Netflix account is locked. Verify now: http://trackparcel.in/1y3jsvf1,1
Your order is confirmed on https://microsoft.com,0
Class notice posted at https://irctc.co.in,0
You won a reward from Microsoft! Claim: https://verify-login.net/ki10wqa3,1
Your order is confirmed on https://irctc.co.in,0
You won a reward from ICICI! Claim: https://pay-now.in/ssfxbvng,1
Payment failed. Retry here: http://secure-update.co/61308hnq,1
Monthly statement available at https://college.edu,0
Your Netflix account is locked. Verify now: http://pay-now.in/vromckqi,1
Courier fee ₹49 pending. Pay now: http://verify-login.net/yacxjufe,1
Visit our official site for updates: https://irctc.co.in,0
KYC pending for Microsoft. Update immediately at https://pay-now.in/3x7hqckv,1
KYC pending for HDFC. Update immediately at https://pay-now.in/c4eu4t84,1
Payment failed. Retry here: http://verify-login.net/wpvu4pe0,1
Visit our official site for updates: https://irctc.co.in,0
Meeting link shared on portal. See https://amazon.in,0
Courier fee ₹49 pending. Pay now: http://verify-login.net/a2as5wg2,1
Your order is confirmed on https://microsoft.com,0
Class notice posted at https://microsoft.com,0
You won a reward from Amazon! Claim: https://verify-login.net/324ztowa,1
Visit our official site for updates: https://college.edu,0
Monthly statement available at https://college.edu,0
Your order is confirmed on https://amazon.in,0
Monthly statement available at https://microsoft.com,0
Class notice posted at https://google.com,0
Your order is confirmed on https://irctc.co.in,0
You won a reward from SBI! Claim: https://secure-update.co/8w06b143,1
You won a reward from Flipkart! Claim: https://account-check.net/a280jhwr,1
Payment failed. Retry here: http://account-check.net/gjdfm8x3,1
Your Paytm account is locked. Verify now: http://pay-now.in/hnig2o6m,1
Meeting link shared on portal. See https://irctc.co.in,0
Meeting link shared on portal. See https://irctc.co.in,0
Courier fee ₹49 pending. Pay now: http://trackparcel.in/hgp5p48v,1
Monthly statement available at https://company.com,0
Your HDFC account is locked. Verify now: http://trackparcel.in/ffjp9fx3,1
Class notice posted at https://google.com,0
Payment failed. Retry here: http://trackparcel.in/at4nraai,1
Courier fee ₹49 pending. Pay now: http://verify-login.net/k8qatp2e,1
Monthly statement available at https://irctc.co.in,0
Courier fee ₹49 pending. Pay now: http://secure-update.co/eiaofrbf,1
Your Flipkart account is locked. Verify now: http://pay-now.in/xpzpn7om,1
Class notice posted at https://company.com,0
KYC pending for Microsoft. Update immediately at https://trackparcel.in/ecv3ml6t,1
You won a reward from WhatsApp! Claim: https://trackparcel.in/z0ft1m8y,1
You won a reward from SBI! Claim: https://gift-claim.org/iqz6jvht,1
Monthly statement available at https://company.com,0
Class notice posted at https://college.edu,0
Visit our official site for updates: https://microsoft.com,0
Your SBI account is locked. Verify now: http://account-check.net/sz5bfze8,1
Meeting link shared on portal. See https://amazon.in,0
KYC pending for Flipkart. Update immediately at https://trackparcel.in/de0a4p3c,1
Courier fee ₹49 pending. Pay now: http://gift-claim.org/jzc1jfgo,1
Your order is confirmed on https://google.com,0
Meeting link shared on portal. See https://college.edu,0
Courier fee ₹49 pending. Pay now: http://gift-claim.org/epv8wx0m,1
Class notice posted at https://google.com,0
Monthly statement available at https://company.com,0
Meeting link shared on portal. See https://google.com,0
KYC pending for HDFC. Update immediately at https://gift-claim.org/z9tjg3a0,1
Class notice posted at https://company.com,0
Your SBI account is locked. Verify now: http://verify-login.net/2eaqcws6,1
KYC pending for Netflix. Update immediately at https://trackparcel.in/s8r7ein3,1
Payment failed. Retry here: http://secure-update.co/zb27zyy1,1
Payment failed. Retry here: http://account-check.net/eeb48up1,1
Meeting link shared on portal. See https://company.com,0
Monthly statement available at https://irctc.co.in,0
Your order is confirmed on https://company.com,0
Payment failed. Retry here: http://account-check.net/puim7bqq,1
KYC pending for Amazon. Update immediately at https://verify-login.net/z9h1vs8l,1
Your Paytm account is locked. Verify now: http://account-check.net/8rsc4ulb,1
You won a reward from Microsoft! Claim: https://pay-now.in/gmprcnks,1
KYC pending for SBI. Update immediately at https://pay-now.in/2t3676gd,1
KYC pending for HDFC. Update immediately at https://account-check.net/5xrw0bnc,1
Your order is confirmed on https://college.edu,0
You won a reward from Netflix! Claim: https://pay-now.in/97c9jcim,1
KYC pending for ICICI. Update immediately at https://gift-claim.org/i0y465eh,1
Your Flipkart account is locked. Verify now: http://secure-update.co/bopsexkg,1
Your order is confirmed on https://irctc.co.in,0
Courier fee ₹49 pending. Pay now: http://trackparcel.in/hv2ywrcv,1
Monthly statement available at https://college.edu,0
Meeting link shared on portal. See https://college.edu,0
KYC pending for WhatsApp. Update immediately at https://secure-update.co/ucf3vvyy,1
Class notice posted at https://google.com,0
Visit our official site for updates: https://google.com,0
Visit our official site for updates: https://irctc.co.in,0
Class notice posted at https://amazon.in,0
Visit our official site for updates: https://college.edu,0
Monthly statement available at https://company.com,0
Courier fee ₹49 pending. Pay now: http://trackparcel.in/u31p6gp4,1
Payment failed. Retry here: http://secure-update.co/257hpfcd,1
Meeting link shared on portal. See https://amazon.in,0
Payment failed. Retry here: http://gift-claim.org/g3nvabe0,1
You won a reward from Google! Claim: https://trackparcel.in/1wxmhzjf,1
Class notice posted at https://google.com,0
You won a reward from HDFC! Claim: https://trackparcel.in/xa3l11g3,1
Payment failed. Retry here: http://trackparcel.in/yfdjwqgz,1
Your SBI account is locked. Verify now: http://trackparcel.in/qlk2drrk,1
Visit our official site for updates: https://google.com,0
Your order is confirmed on https://college.edu,0
Courier fee ₹49 pending. Pay now: http://pay-now.in/oac6onek,1
Monthly statement available at https://google.com,0
KYC pending for ICICI. Update immediately at https://trackparcel.in/5gf97qf6,1
Monthly statement available at https://google.com,0
Visit our official site for updates: https://google.com,0
Your order is confirmed on https://microsoft.com,0
Monthly statement available at https://college.edu,0
Payment failed. Retry here: http://verify-login.net/8dw5blwy,1
Your Google account is locked. Verify now: http://secure-update.co/l8vcuq9t,1
Your order is confirmed on https://google.com,0
Courier fee ₹49 pending. Pay now: http://verify-login.net/l9gjoplk,1
Meeting link shared on portal. See https://google.com,0
Payment failed. Retry here: http://verify-login.net/b3ilm8lg,1
Your order is confirmed on https://amazon.in,0
KYC pending for ICICI. Update immediately at https://secure-update.co/if4upilr,1
Visit our official site for updates: https://company.com,0
Your order is confirmed on https://irctc.co.in,0
KYC pending for Google. Update immediately at https://account-check.net/kvmle8xd,1
Monthly statement available at https://microsoft.com,0
Your order is confirmed on https://google.com,0
Courier fee ₹49 pending. Pay now: http://trackparcel.in/0oit6qx7,1
Your order is confirmed on https://irctc.co.in,0
Meeting link shared on portal. See https://google.com,0
Class notice posted at https://google.com,0
Visit our official site for updates: https://microsoft.com,0
Monthly statement available at https://google.com,0
KYC pending for Amazon. Update immediately at https://secure-update.co/je86jfob,1
Payment failed. Retry here: http://gift-claim.org/otoq1gzt,1
KYC pending for Google. Update immediately at https://pay-now.in/9bnyqk20,1
Your order is confirmed on https://irctc.co.in,0
Courier fee ₹49 pending. Pay now: http://trackparcel.in/pczkrfki,1
You won a reward from Microsoft! Claim: https://pay-now.in/0mojvb1o,1
Class notice posted at https://amazon.in,0
Your order is confirmed on https://company.com,0
KYC pending for Google. Update immediately at https://secure-update.co/locdnvdu,1
Class notice posted at https://microsoft.com,0
You won a reward from WhatsApp! Claim: https://trackparcel.in/q4b3ybpo,1
Your order is confirmed on https://amazon.in,0
Courier fee ₹49 pending. Pay now: http://secure-update.co/gkb0naeh,1
Payment failed. Retry here: http://trackparcel.in/bh0gdakb,1
You won a reward from Netflix! Claim: https://account-check.net/liw7lk5n,1
Your HDFC account is locked. Verify now: http://verify-login.net/zhoqcu65,1
Your order is confirmed on https://company.com,0
Visit our official site for updates: https://google.com,0
Payment failed. Retry here: http://verify-login.net/9t618uxl,1
Your Netflix account is locked. Verify now: http://verify-login.net/uoe7qwkm,1
Your order is confirmed on https://irctc.co.in,0
You won a reward from ICICI! Claim: https://verify-login.net/tn0q7ric,1
KYC pending for Paytm. Update immediately at https://pay-now.in/be1y7moj,1
KYC pending for HDFC. Update immediately at https://verify-login.net/gjywrp1m,1
Your order is confirmed on https://google.com,0
Monthly statement available at https://microsoft.com,0
Your Paytm account is locked. Verify now: http://gift-claim.org/qhs3la2u,1
Your Amazon account is locked. Verify now: http://gift-claim.org/rgz1puig,1
Visit our official site for updates: https://college.edu,0
Courier fee ₹49 pending. Pay now: http://account-check.net/157ai7o2,1
You won a reward from SBI! Claim: https://secure-update.co/exw2tio6,1
Meeting link shared on portal. See https://microsoft.com,0
Visit our official site for updates: https://company.com,0
Your Amazon account is locked. Verify now: http://account-check.net/orwtxzxq,1
Courier fee ₹49 pending. Pay now: http://pay-now.in/ljimanuj,1
Class notice posted at https://microsoft.com,0
Your Microsoft account is locked. Verify now: http://verify-login.net/fjrfc1ru,1
Visit our official site for updates: https://irctc.co.in,0
You won a reward from Netflix! Claim: https://verify-login.net/whcnfwnn,1
Payment failed. Retry here: http://pay-now.in/tqq6tcxm,1
Class notice posted at https://amazon.in,0
Your Paytm account is locked. Verify now: http://account-check.net/2uo6oaxf,1
Monthly statement available at https://microsoft.com,0
You won a reward from Microsoft! Claim: https://trackparcel.in/jnt6bc3g,1
Meeting link shared on portal. See https://microsoft.com,0
Monthly statement available at https://microsoft.com,0
Payment failed. Retry here: http://account-check.net/27locset,1
KYC pending for ICICI. Update immediately at https://secure-update.co/k2yz54es,1
Your ICICI account is locked. Verify now: http://trackparcel.in/cvzlhfdi,1
Visit our official site for updates: https://company.com,0
Class notice posted at https://college.edu,0
KYC pending for Google. Update immediately at https://account-check.net/62u2gnhu,1
Your order is confirmed on https://amazon.in,0
Courier fee ₹49 pending. Pay now: http://trackparcel.in/py8wq5fe,1
Courier fee ₹49 pending. Pay now: http://pay-now.in/80vt5qz5,1
Courier fee ₹49 pending. Pay now: http://verify-login.net/hqqhub4z,1
Monthly statement available at https://college.edu,0
Your order is confirmed on https://amazon.in,0
Your Netflix account is locked. Verify now: http://gift-claim.org/3axdowmj,1
Your Netflix account is locked. Verify now: http://gift-claim.org/ebxcsb3s,1
Meeting link shared on portal. See https://irctc.co.in,0
Your HDFC account is locked. Verify now: http://account-check.net/xwe9qiv0,1
Visit our official site for updates: https://microsoft.com,0
Your Microsoft account is locked. Verify now: http://trackparcel.in/nktsxred,1
KYC pending for Paytm. Update immediately at https://gift-claim.org/9fr3r96e,1
Monthly statement available at https://google.com,0
Class notice posted at https://college.edu,0
Courier fee ₹49 pending. Pay now: http://gift-claim.org/bqrqzyvs,1
You won a reward from Microsoft! Claim: https://pay-now.in/cwd1uq27,1
Class notice posted at https://google.com,0
Your order is confirmed on https://amazon.in,0
Courier fee ₹49 pending. Pay now: http://account-check.net/vtqi71bp,1
Visit our official site for updates: https://company.com,0
Class notice posted at https://irctc.co.in,0
Your SBI account is locked. Verify now: http://account-check.net/hsz2c4qj,1
Courier fee ₹49 pending. Pay now: http://trackparcel.in/m0zfh08c,1
Monthly statement available at https://amazon.in,0
Visit our official site for updates: https://amazon.in,0
Payment failed. Retry here: http://gift-claim.org/i3xk1fgi,1
Meeting link shared on portal. See https://google.com,0
You won a reward from Amazon! Claim: https://pay-now.in/fvyhhghg,1
Monthly statement available at https://google.com,0
Monthly statement available at https://company.com,0
KYC pending for Microsoft. Update immediately at https://trackparcel.in/3yzxshxf,1
Meeting link shared on portal. See https://amazon.in,0
Meeting link shared on portal. See https://irctc.co.in,0
Visit our official site for updates: https://college.edu,0
Your order is confirmed on https://amazon.in,0
Meeting link shared on portal. See https://google.com,0
KYC pending for Netflix. Update immediately at https://secure-update.co/qcdij91s,1
Your order is confirmed on https://company.com,0
Payment failed. Retry here: http://trackparcel.in/rpx2gwfm,1
KYC pending for Microsoft. Update immediately at https://secure-update.co/hwsfifjr,1
KYC pending for Google. Update immediately at https://trackparcel.in/5risqhz2,1
KYC pending for Paytm. Update immediately at https://trackparcel.in/hbk8le6t,1
Your HDFC account is locked. Verify now: http://pay-now.in/1k7lhppd,1
Your order is confirmed on https://company.com,0
Courier fee ₹49 pending. Pay now: http://trackparcel.in/ay13o42w,1
You won a reward from HDFC! Claim: https://secure-update.co/x40ivw55,1
KYC pending for Netflix. Update immediately at https://trackparcel.in/imecxu3b,1
Courier fee ₹49 pending. Pay now: http://secure-update.co/dxh7yayy,1
Visit our official site for updates: https://college.edu,0
Your order is confirmed on https://microsoft.com,0
Your order is confirmed on https://college.edu,0
Your order is confirmed on https://company.com,0
Your ICICI account is locked. Verify now: http://gift-claim.org/copjmaah,1
Payment failed. Retry here: http://trackparcel.in/dby7nrmw,1
KYC pending for ICICI. Update immediately at https://account-check.net/8r0by942,1
Visit our official site for updates: https://amazon.in,0
Monthly statement available at https://company.com,0
Visit our official site for updates: https://irctc.co.in,0
Your order is confirmed on https://microsoft.com,0
Class notice posted at https://irctc.co.in,0
Monthly statement available at https://irctc.co.in,0
Courier fee ₹49 pending. Pay now: http://account-check.net/prty1svi,1
Payment failed. Retry here: http://trackparcel.in/8m87ix1y,1
Courier fee ₹49 pending. Pay now: http://verify-login.net/ba8mmfiz,1
KYC pending for Paytm. Update immediately at https://trackparcel.in/jgij16pd,1
Payment failed. Retry here: http://verify-login.net/vqhtbh39,1
Visit our official site for updates: https://irctc.co.in,0
You won a reward from HDFC! Claim: https://pay-now.in/ln7asfqa,1
Payment failed. Retry here: http://gift-claim.org/bhuk4esb,1
Monthly statement available at https://company.com,0
Your Flipkart account is locked. Verify now: http://pay-now.in/a4hytom7,1
Courier fee ₹49 pending. Pay now: http://account-check.net/oblh60nv,1
Courier fee ₹49 pending. Pay now: http://trackparcel.in/09h0aulp,1
Payment failed. Retry here: http://trackparcel.in/n1u4fnq3,1
KYC pending for Netflix. Update immediately at https://trackparcel.in/6p74mj5o,1
You won a reward from ICICI! Claim: https://trackparcel.in/djr1x8hw,1
Your Paytm account is locked. Verify now: http://account-check.net/4do98088,1
KYC pending for WhatsApp. Update immediately at https://verify-login.net/wsgno7f9,1
Visit our official site for updates: https://college.edu,0
Visit our official site for updates: https://college.edu,0
Meeting link shared on portal. See https://college.edu,0
Your order is confirmed on https://google.com,0
Visit our official site for updates: https://amazon.in,0
Visit our official site for updates: https://irctc.co.in,0
Your HDFC account is locked. Verify now: http://account-check.net/m28sx959,1
Courier fee ₹49 pending. Pay now: http://secure-update.co/a5ryhdcn,1
Monthly statement available at https://college.edu,0
Your SBI account is locked. Verify now: http://verify-login.net/ii20d21k,1
Payment failed. Retry here: http://gift-claim.org/y4blbzd5,1
Monthly statement available at https://microsoft.com,0
KYC pending for Amazon. Update immediately at https://account-check.net/0lwp9v8f,1
Class notice posted at https://college.edu,0
KYC pending for WhatsApp. Update immediately at https://verify-login.net/2exbp73o,1
Payment failed. Retry here: http://account-check.net/ujh4fly5,1
KYC pending for WhatsApp. Update immediately at https://secure-update.co/l5s9t6p2,1
KYC pending for Netflix. Update immediately at https://gift-claim.org/wxxyyvxn,1
Your order is confirmed on https://amazon.in,0
KYC pending for HDFC. Update immediately at https://account-check.net/7ng7bvex,1
Courier fee ₹49 pending. Pay now: http://account-check.net/2zawo6bu,1
Your order is confirmed on https://amazon.in,0
Monthly statement available at https://google.com,0
KYC pending for Amazon. Update immediately at https://pay-now.in/kzs7xqgi,1
You won a reward from ICICI! Claim: https://secure-update.co/lr2obc4r,1
Courier fee ₹49 pending. Pay now: http://pay-now.in/b3bnese4,1
You won a reward from HDFC! Claim: https://secure-update.co/a4oxa6ww,1
Visit our official site for updates: https://irctc.co.in,0
Meeting link shared on portal. See https://irctc.co.in,0
Class notice posted at https://amazon.in,0
Meeting link shared on portal. See https://microsoft.com,0
Your Flipkart account is locked. Verify now: http://secure-update.co/83kn1c71,1
KYC pending for WhatsApp. Update immediately at https://secure-update.co/uzkvn5b3,1
Class notice posted at https://amazon.in,0
Payment failed. Retry here: http://gift-claim.org/pchpqxe4,1
Your ICICI account is locked. Verify now: http://pay-now.in/1c1zpxej,1
Meeting link shared on portal. See https://college.edu,0
Your order is confirmed on https://company.com,0
Your order is confirmed on https://google.com,0
Your ICICI account is locked. Verify now: http://verify-login.net/qynuzx5p,1
Visit our official site for updates: https://college.edu,0
You won a reward from Google! Claim: https://secure-update.co/jl56bou7,1
KYC pending for Flipkart. Update immediately at https://gift-claim.org/zmh5x37y,1
Payment failed. Retry here: http://secure-update.co/97awaw5w,1
Payment failed. Retry here: http://account-check.net/1m8rnjhu,1
Your order is confirmed on https://irctc.co.in,0
Monthly statement available at https://company.com,0
Monthly statement available at https://amazon.in,0
Visit our official site for updates: https://google.com,0
Your Paytm account is locked. Verify now: http://verify-login.net/gfrtm6xv,1
Meeting link shared on portal. See https://company.com,0
Monthly statement available at https://company.com,0
Your Google account is locked. Verify now: http://account-check.net/6mqumqok,1
Courier fee ₹49 pending. Pay now: http://secure-update.co/a45lsmh1,1
Monthly statement available at https://company.com,0
Monthly statement available at https://irctc.co.in,0
Monthly statement available at https://microsoft.com,0
Courier fee ₹49 pending. Pay now: http://gift-claim.org/ot0ci3lh,1
KYC pending for Paytm. Update immediately at https://trackparcel.in/3w80yr63,1
Class notice posted at https://google.com,0
Courier fee ₹49 pending. Pay now: http://verify-login.net/p3tazq8m,1
Payment failed. Retry here: http://secure-update.co/4kl6z6qa,1
Payment failed. Retry here: http://secure-update.co/pho5xsdx,1
You won a reward from WhatsApp! Claim: https://gift-claim.org/rogf2pg1,1
Monthly statement available at https://microsoft.com,0
Meeting link shared on portal. See https://company.com,0
Monthly statement available at https://irctc.co.in,0
You won a reward from Netflix! Claim: https://verify-login.net/lo76kdho,1
Class notice posted at https://company.com,0
Payment failed. Retry here: http://secure-update.co/74mjoptf,1
You won a reward from WhatsApp! Claim: https://secure-update.co/oran7z9v,1
Courier fee ₹49 pending. Pay now: http://trackparcel.in/8mueqmtn,1
Class notice posted at https://google.com,0
Courier fee ₹49 pending. Pay now: http://trackparcel.in/axmjgn00,1
Monthly statement available at https://college.edu,0
Class notice posted at https://company.com,0
Meeting link shared on portal. See https://google.com,0
Payment failed. Retry here: http://verify-login.net/d4mjgiw2,1
Courier fee ₹49 pending. Pay now: http://verify-login.net/qdepvniy,1
Monthly statement available at https://google.com,0
You won a reward from ICICI! Claim: https://secure-update.co/ty1rsd9b,1
Monthly statement available at https://google.com,0
Courier fee ₹49 pending. Pay now: http://gift-claim.org/vmxhucwk,1
Meeting link shared on portal. See https://irctc.co.in,0
Monthly statement available at https://amazon.in,0
Class notice posted at https://irctc.co.in,0
KYC pending for Google. Update immediately at https://verify-login.net/zu8hzacu,1
Payment failed. Retry here: http://pay-now.in/2q4xntac,1
Visit our official site for updates: https://google.com,0
Your order is confirmed on https://irctc.co.in,0
Monthly statement available at https://irctc.co.in,0
Visit our official site for updates: https://irctc.co.in,0
Monthly statement available at https://amazon.in,0
You won a reward from Google! Claim: https://trackparcel.in/z0l7br0z,1
Visit our official site for updates: https://amazon.in,0
Your order is confirmed on https://irctc.co.in,0
Courier fee ₹49 pending. Pay now: http://secure-update.co/bxeo1irq,1
Your order is confirmed on https://amazon.in,0
Visit our official site for updates: https://google.com,0
Courier fee ₹49 pending. Pay now: http://trackparcel.in/eyqvawdr,1
Payment failed. Retry here: http://account-check.net/tuyrwuuw,1
You won a reward from Amazon! Claim: https://account-check.net/o6ydeon5,1
Monthly statement available at https://company.com,0
Meeting link shared on portal. See https://company.com,0
Visit our official site for updates: https://company.com,0
Visit our official site for updates: https://company.com,0
KYC pending for Google. Update immediately at https://verify-login.net/7ixsrrrp,1
Visit our official site for updates: https://irctc.co.in,0
Class notice posted at https://irctc.co.in,0
Courier fee ₹49 pending. Pay now: http://trackparcel.in/qf25a6h6,1
Visit our official site for updates: https://amazon.in,0
You won a reward from SBI! Claim: https://trackparcel.in/6ryrdp6n,1
Courier fee ₹49 pending. Pay now: http://gift-claim.org/rm1ixegb,1
Visit our official site for updates: https://company.com,0
Monthly statement available at https://google.com,0
Meeting link shared on portal. See https://amazon.in,0
Your SBI account is locked. Verify now: http://trackparcel.in/6uqd0m3z,1
KYC pending for ICICI. Update immediately at https://trackparcel.in/n67lr6f6,1
Meeting link shared on portal. See https://company.com,0
Courier fee ₹49 pending. Pay now: http://gift-claim.org/rlaiw66r,1
Meeting link shared on portal. See https://irctc.co.in,0
Class notice posted at https://microsoft.com,0
Courier fee ₹49 pending. Pay now: http://verify-login.net/kl2dsf84,1
Visit our official site for updates: https://college.edu,0
Your order is confirmed on https://microsoft.com,0
Visit our official site for updates: https://college.edu,0
Payment failed. Retry here: http://secure-update.co/c9qdxdsg,1
Your order is confirmed on https://microsoft.com,0
Payment failed. Retry here: http://gift-claim.org/m5407k6n,1
Courier fee ₹49 pending. Pay now: http://pay-now.in/pmeqgsmy,1
Your HDFC account is locked. Verify now: http://account-check.net/uh8s1gfi,1
You won a reward from Flipkart! Claim: https://trackparcel.in/5dccntnp,1
Your order is confirmed on https://amazon.in,0
Monthly statement available at https://company.com,0
Your Google account is locked. Verify now: http://account-check.net/kr2x7k1l,1
Payment failed. Retry here: http://gift-claim.org/7vnkbici,1
Payment failed. Retry here: http://gift-claim.org/50ipcmya,1
Courier fee ₹49 pending. Pay now: http://trackparcel.in/62f0i5a3,1
Your Paytm account is locked. Verify now: http://verify-login.net/lvgduitm,1
Your order is confirmed on https://amazon.in,0
You won a reward from SBI! Claim: https://gift-claim.org/k07fj4ds,1
You won a reward from SBI! Claim: https://secure-update.co/opj51cs4,1
Visit our official site for updates: https://google.com,0
Courier fee ₹49 pending. Pay now: http://trackparcel.in/9hwikby3,1
